context,responses,annotated_strategy,usefulness,fluency,style,emotion,emotion_adequate,strategy_adequate,role_consistency
"<sp1> Today I want to invite you to talk about insurance you're interested in. <sp2> Thank you. I wonder whether I can enjoy the life insurance and health insurance. <sp1> Of course. A two-week paid vacation a year, A five-day workweek.",Five days a week is really an excellent opportunity for me to spend time with my family and friends.,<I>Five days a week is really an excellent opportunity for me to spend time with my family and friends.</I> ,[3],[3],[0],['happiness'],[3],[2],[1]
"<sp1> Today I want to invite you to talk about insurance you're interested in. <sp2> Thank you. I wonder whether I can enjoy the life insurance and health insurance. <sp1> Of course. A two-week paid vacation a year, A five-day workweek.",What about the health insurance?,<Q>What about the health insurance?</Q> ,[1],[3],[1],['neutral'],[3],[2],[1]
"<sp1> Today I want to invite you to talk about insurance you're interested in. <sp2> Thank you. I wonder whether I can enjoy the life insurance and health insurance. <sp1> Of course. A two-week paid vacation a year, A five-day workweek.",Thank you for sharing the details . It sounds like a great opportunity to take advantage of these insurance benefits and relax more often.,<I>Thank you for sharing the details .</I> <I> It sounds like a great opportunity to take advantage of these insurance benefits and relax more often.</I> ,[3],[3],[0],['happiness'],[2],[3],[1]
<sp1> I have no idea what the entertainment should be. <sp2> Let's make sure we are on the same page. Do we want a formal or informal gathering? <sp1> Let's make it a formal affair.,"What do you mean by ""formal affair""? Do you mean a formal dinner, or do you mean a more formal environment overall?","<Q>What do you mean by ""formal affair""?</Q> <Q> Do you mean a formal dinner, or do you mean a more formal environment overall?</Q> ",[3],[3],[1],['neutral'],[3],[3],[1]
<sp1> I have no idea what the entertainment should be. <sp2> Let's make sure we are on the same page. Do we want a formal or informal gathering? <sp1> Let's make it a formal affair.,"Sure, let's go with a formal entertainment for the occasion.","<i>Sure, let's go with a formal entertainment for the occasion.</i> ",[2],[3],[1],['neutral'],[3],[3],[1]
<sp1> I have no idea what the entertainment should be. <sp2> Let's make sure we are on the same page. Do we want a formal or informal gathering? <sp1> Let's make it a formal affair.,Good idea. What kind of music do we want?,<i>Good idea.</i> <Q> What kind of music do we want?</Q> ,[3],[3],[1],['neutral'],[3],[3],[1]
<sp1> I have no idea what the entertainment should be. <sp2> Let's make sure we are on the same page. Do we want a formal or informal gathering? <sp1> Let's make it a formal affair.,"Yes, That would be best. Now, For food should we have Chinese or American food?","<i>Yes, That would be best.</i> <Q> Now, For food should we have Chinese or American food?</Q> ",[3],[1],[1],['neutral'],[3],[3],[1]
"<sp1> What were they? <sp2> Basically, You just can't drive. <sp1> Can I have another try?",Of course. Just give me a call.,<i>Of course.</i>  <d>Just give me a call.</d>,[2],[3],[1],['neutral'],[3],[3],[1]
"<sp1> What were they? <sp2> Basically, You just can't drive. <sp1> Can I have another try?","No , because you already failed the driving test twice before .","<I>No , because you already failed the driving test twice before .</I> ",[3],[3],[1],['neutral'],[3],[3],[1]
"<sp1> What were they? <sp2> Basically, You just can't drive. <sp1> Can I have another try?","Yes, I'd like you to have another try.","<d>Yes, I'd like you to have another try.</d>",[2],[3],[1],['neutral'],[3],[3],[1]
"<sp1> She's probably about five feet. <sp2> That's nice, But tell me what she looks like. <sp1> The first thing I noticed was her beautiful brown eyes.",And what is the other feature that caught your attention?,<Q>And what is the other feature that caught your attention?</Q> ,[2],[3],[1],['neutral'],[3],[3],[1]
"<sp1> She's probably about five feet. <sp2> That's nice, But tell me what she looks like. <sp1> The first thing I noticed was her beautiful brown eyes.","Oh, I see.","<I>Oh, I see.</I> ",[1],[3],[1],['neutral'],[3],[2],[1]
"<sp1> She's probably about five feet. <sp2> That's nice, But tell me what she looks like. <sp1> The first thing I noticed was her beautiful brown eyes.",What does she look like to you?,<Q>What does she look like to you?</Q> ,[1],[3],[1],['neutral'],[3],[3],[1]
"<sp1> Very nice. Thank you. <sp2> Would you like this to-go? <sp1> Yes, Can you put it in a plastic bag?",No problem. Here you go.,<i>No problem. Here you go.</i> ,[2],[3],[1],['neutral'],[3],[3],[1]
"<sp1> Very nice. Thank you. <sp2> Would you like this to-go? <sp1> Yes, Can you put it in a plastic bag?","Of course, I'll get everything ready for you.","<C>Of course, I'll get everything ready for you.</C> ",[2],[3],[1],['neutral'],[3],[3],[1]
"<sp1> Very nice. Thank you. <sp2> Would you like this to-go? <sp1> Yes, Can you put it in a plastic bag?","Sure, No problem. Here you are. That'll be 25 dollars.","<C>Sure, No problem.</C> <i> Here you are.</i> <I> That'll be 25 dollars.</I> ",[3],[2],[1],['neutral'],[3],[3],[1]
"<sp1> Very nice. Thank you. <sp2> Would you like this to-go? <sp1> Yes, Can you put it in a plastic bag?",Sure. Anything else?,<C>Sure.</C> <Q> Anything else?</Q> ,[1],[3],[1],['neutral'],[3],[3],[1]
"<sp1> Very nice. Thank you. <sp2> Would you like this to-go? <sp1> Yes, Can you put it in a plastic bag?",Of course! I'll put your sandwich in a plastic bag for you.,<I>Of course!</I>  <c>I'll put your sandwich in a plastic bag for you.</c>,[3],[3],[1],['neutral'],[3],[3],[1]
"<sp1> I'd like to make an appointment with Dr. Cooper. Could you arrange it for me? <sp2> Yes. Would tomorrow morning be all right with you? <sp1> Sorry, I've got a meeting from nine to ten. What about Monday afternoon?",No problem.,<C>No problem.</C> ,[1],[3],[1],['neutral'],[3],[3],[1]
"<sp1> I'd like to make an appointment with Dr. Cooper. Could you arrange it for me? <sp2> Yes. Would tomorrow morning be all right with you? <sp1> Sorry, I've got a meeting from nine to ten. What about Monday afternoon?",I'm afraid he's fully engaged. Could you make it another time?,<I>I'm afraid he's fully engaged.</I> <q> Could you make it another time?</q> ,[3],[3],[1],['neutral'],[3],[3],[1]
"<sp1> I'd like to make an appointment with Dr. Cooper. Could you arrange it for me? <sp2> Yes. Would tomorrow morning be all right with you? <sp1> Sorry, I've got a meeting from nine to ten. What about Monday afternoon?","Certainly, I can arrange a Monday afternoon appointment for you at that time.","<C>Certainly, I can arrange a Monday afternoon appointment for you at that time.</C> ",[2],[3],[0],['neutral'],[3],[3],[1]
"<sp1> Good evening, Madam. Can I help you? <sp2> Yes. I bought this sheet here yesterday. <sp1> Anything wrong with it?","Yes, It was too thick.","<I>Yes, It was too thick.</I> ",[3],[2],[1],['neutral'],[3],[3],[1]
"<sp1> Good evening, Madam. Can I help you? <sp2> Yes. I bought this sheet here yesterday. <sp1> Anything wrong with it?","Yes. When I spread it out back home, I found this hole.","<I>Yes.</I> <I> When I spread it out back home, I found this hole.</I> ",[3],[3],[1],['neutral'],[3],[3],[1]
"<sp1> Good evening, Madam. Can I help you? <sp2> Yes. I bought this sheet here yesterday. <sp1> Anything wrong with it?","Oh, Yes. The color is a bit dull.","<I>Oh, Yes.</I> <I> The color is a bit dull.</I> ",[3],[2],[1],['sadness'],[3],[3],[1]
"<sp1> Good evening, Madam. Can I help you? <sp2> Yes. I bought this sheet here yesterday. <sp1> Anything wrong with it?","Yes, It's broken.","<I>Yes, It's broken.</I> ",[1],[2],[1],['neutral'],[3],[3],[1]
"<sp1> Hello? <sp2> Hi, Mr. Smith. This is Mary. Is Jenny there? <sp1> No, I'm afraid not, Mary. May I take a message for her?","Yes, Please.","<i>Yes, Please.</i>",[1],[2],[1],['neutral'],[3],[3],[1]
"<sp1> Hello? <sp2> Hi, Mr. Smith. This is Mary. Is Jenny there? <sp1> No, I'm afraid not, Mary. May I take a message for her?","Yes, Please tell her that band practice has been moved to Tuesday night at eight thirty.","<D>Yes, Please tell her that band practice has been moved to Tuesday night at eight thirty.</D> ",[3],[2],[1],['neutral'],[3],[3],[1]
"<sp1> Hello? <sp2> Hi, Mr. Smith. This is Mary. Is Jenny there? <sp1> No, I'm afraid not, Mary. May I take a message for her?","Yes , I have another request. Can you please check if Jenny has received the shipment we were expecting to arrive today ?","<D>Yes , I have another request.</D> <D> Can you please check if Jenny has received the shipment we were expecting to arrive today ?</D> ",[3],[2],[1],['neutral'],[3],[3],[1]
"<sp1> It's a pity that I cannot afford more expensive clothes. <sp2> You misunderstood me. Clothes which are too colorful or too expensive suggest that you do not understand what behavior is appropriate for the job, Or that you are snobbish or frivolous. <sp1> I know what you mean. I ought to wear right clothes at the right time.",You got it. Only in this way can you gain the respect of the interviewer and his confidence in your judgement.,<I>You got it.</I> <I> Only in this way can you gain the respect of the interviewer and his confidence in your judgement.</I> ,[3],[3],[1],['neutral'],[3],[3],[1]
"<sp1> It's a pity that I cannot afford more expensive clothes. <sp2> You misunderstood me. Clothes which are too colorful or too expensive suggest that you do not understand what behavior is appropriate for the job, Or that you are snobbish or frivolous. <sp1> I know what you mean. I ought to wear right clothes at the right time.","That's right, But if you are not wearing the right clothes, Or even the right colors, You won't get the job done.","<I>That's right, But if you are not wearing the right clothes, Or even the right colors, You won't get the job done.</I> ",[3],[1],[1],['neutral'],[3],[3],[1]
"<sp1> It's a pity that I cannot afford more expensive clothes. <sp2> You misunderstood me. Clothes which are too colorful or too expensive suggest that you do not understand what behavior is appropriate for the job, Or that you are snobbish or frivolous. <sp1> I know what you mean. I ought to wear right clothes at the right time.",I agree with you that wearing the right clothes at the right time is essential for a professional environment.,<I>I agree with you that wearing the right clothes at the right time is essential for a professional environment.</I> ,[1],[3],[0],['neutral'],[3],[3],[1]
"<sp1> It's a pity that I cannot afford more expensive clothes. <sp2> You misunderstood me. Clothes which are too colorful or too expensive suggest that you do not understand what behavior is appropriate for the job, Or that you are snobbish or frivolous. <sp1> I know what you mean. I ought to wear right clothes at the right time.","I understand. It's important to dress appropriately for the occasion or job, and not to show off by wearing fancy or flashy clothes.","<I>I understand.</I> <I> It's important to dress appropriately for the occasion or job, and not to show off by wearing fancy or flashy clothes.</I> ",[1],[3],[1],['neutral'],[3],[3],[0]
"<sp1> It's a pity that I cannot afford more expensive clothes. <sp2> You misunderstood me. Clothes which are too colorful or too expensive suggest that you do not understand what behavior is appropriate for the job, Or that you are snobbish or frivolous. <sp1> I know what you mean. I ought to wear right clothes at the right time.","Well, Perhaps you should buy some other clothes, Too.","<D>Well, Perhaps you should buy some other clothes, Too.</D> ",[2],[1],[1],['neutral'],[3],[3],[1]
"<sp1> A little, I wish I could do that. <sp2> You can! With a little practice. <sp1> Look at him, He's buff.",And he's healthy.,<I>And he's healthy.</I> ,[2],[3],[1],['neutral'],[3],[3],[1]
"<sp1> A little, I wish I could do that. <sp2> You can! With a little practice. <sp1> Look at him, He's buff.","You just need dedication and consistency in your exercise routine, along with a balanced diet, and you can build muscles and achieve that level of fitness. Remember, practice makes perfect, so keep trying and don't give up.","<I>You just need dedication and consistency in your exercise routine, along with a balanced diet, and you can build muscles and achieve that level of fitness.</I> <D> Remember, practice makes perfect, so keep trying and don't give up.</D> ",[3],[3],[0],['neutral'],[3],[3],[1]
"<sp1> A little, I wish I could do that. <sp2> You can! With a little practice. <sp1> Look at him, He's buff.","Yeah, He's a real gym rat.","<I>Yeah, He's a real gym rat.</I> ",[2],[2],[1],['neutral'],[3],[3],[1]
"<sp1> A little, I wish I could do that. <sp2> You can! With a little practice. <sp1> Look at him, He's buff.","That's right! With dedication and consistency, you can also achieve that level of fitness. Just start small, and gradually increase your efforts over time. Remember, it's not just about physical exercises, but also about maintaining a healthy diet and getting enough rest. You can do it!","<I>That's right!</I> <I> With dedication and consistency, you can also achieve that level of fitness.</I> <D> Just start small, and gradually increase your efforts over time.</D> <D> Remember, it's not just about physical exercises, but also about maintaining a healthy diet and getting enough rest.</D> <i> You can do it!</i> ",[3],[3],[0],['happiness'],[2],[3],[1]
<sp1> Can I buy stamps here? <sp2> Sure. How many would you like? <sp1> I need 30 for my Christmas cards.,Here you go.,<i>Here you go.</i> ,1,3,1,['neutral'],3,3,1
<sp1> Can I buy stamps here? <sp2> Sure. How many would you like? <sp1> I need 30 for my Christmas cards.,"I am sorry, But there are only two stamps here.","<i>I am sorry, But there are only two stamps here.</i> ",2,2,1,['neutral'],3,3,1
<sp1> Can I buy stamps here? <sp2> Sure. How many would you like? <sp1> I need 30 for my Christmas cards.,Alright. I'll get them for you right away. You can pick up your stamps at the counter when you are done shopping.,<i>Alright.</i> <C> I'll get them for you right away.</C> <D> You can pick up your stamps at the counter when you are done shopping.</D> ,3,3,1,['neutral'],3,3,1
<sp1> Can I buy stamps here? <sp2> Sure. How many would you like? <sp1> I need 30 for my Christmas cards.,"Of course, I'll help you get 30 stamps for your Christmas cards right away.","<c>Of course, I'll help you get 30 stamps for your Christmas cards right away.</c> ",3,3,1,['neutral'],3,3,1
<sp1> Can I buy stamps here? <sp2> Sure. How many would you like? <sp1> I need 30 for my Christmas cards.,Are you sending them abroad?,<Q>Are you sending them abroad?</Q> ,3,3,1,['neutral'],3,3,1
<sp1> Hey! What are you doing here? <sp2> I'm just shopping. <sp1> What are you shopping for?,I'm looking for some shoes.,<i>I'm looking for some shoes.</i> ,2,3,1,['neutral'],3,3,1
<sp1> Hey! What are you doing here? <sp2> I'm just shopping. <sp1> What are you shopping for?,A sweater.,<I>A sweater.</I> ,1,3,1,['neutral'],3,3,1
<sp1> Hey! What are you doing here? <sp2> I'm just shopping. <sp1> What are you shopping for?,I don't know yet.,<I>I don't know yet.</I> ,1,3,1,['neutral'],3,3,1
<sp1> Hey! What are you doing here? <sp2> I'm just shopping. <sp1> What are you shopping for?,Some new clothes. How about you?,<I>Some new clothes.</I> <Q> How about you?</Q> ,3,3,1,['neutral'],3,3,1
"<sp1> That's my favourite. Do you want to have some wine or beer? <sp2> I think I'll have a beer. <sp1> Ok, Shall I flag down the waitress?",Sure. That's the way to go.,<C>Sure.</C> <I> That's the way to go.</I> ,2,3,1,['neutral'],3,3,1
"<sp1> That's my favourite. Do you want to have some wine or beer? <sp2> I think I'll have a beer. <sp1> Ok, Shall I flag down the waitress?",I wouldn't recommend it. I think we should wait until she comes round.,<I>I wouldn't recommend it.</I>  <d>I think we should wait until she comes round.</d>,3,3,1,['neutral'],3,3,1
"<sp1> That's my favourite. Do you want to have some wine or beer? <sp2> I think I'll have a beer. <sp1> Ok, Shall I flag down the waitress?","Yes, please do.","<C>Yes, please do.</C> ",1,3,1,['neutral'],3,3,1
"<sp1> That's my favourite. Do you want to have some wine or beer? <sp2> I think I'll have a beer. <sp1> Ok, Shall I flag down the waitress?",I'd be glad to if you could.,<C>I'd be glad to if you could.</C> ,1,2,1,['neutral'],3,3,1
"<sp1> That's my favourite. Do you want to have some wine or beer? <sp2> I think I'll have a beer. <sp1> Ok, Shall I flag down the waitress?","Sure, thanks.","<d>Sure, thanks.</d> ",1,3,1,['neutral'],3,3,1
"<sp1> I'm sorry, But you won't be able to view it today. <sp2> Why not? <sp1> You have to make an appointment first.","Oh, That's too bad.","<I>Oh, That's too bad.</I> ",[1],[2],[1],['sadness'],[3],2,[1]
"<sp1> I'm sorry, But you won't be able to view it today. <sp2> Why not? <sp1> You have to make an appointment first.",Fine. Thanks for everything.,<I> Fine. Thanks for everything.</I> ,1,3,1,['anger'],3,2,1
"<sp1> I'm sorry, But you won't be able to view it today. <sp2> Why not? <sp1> You have to make an appointment first.",When will I be able to see it?,<Q>When will I be able to see it?</Q> ,3,3,1,['neutral'],3,3,1
"<sp1> I'm sorry, But you won't be able to view it today. <sp2> Why not? <sp1> You have to make an appointment first.","Oh, Okay. Can I do that right now?","<i>Oh, Okay.</i> <D> Can I do that right now?</D> ",3,2,1,['surprise'],3,3,1
<sp1> Good evening. What'll you have? <sp2> I'd like a beer. What kind of beer do you have? <sp1> Draft beer and cans beer. Which do you prefer?,Cans beer. I'll have a tall glass of it.,<I>Cans beer.</I>  <d>I'll have a tall glass of it.</d>,3,3,1,['neutral'],3,3,1
<sp1> Good evening. What'll you have? <sp2> I'd like a beer. What kind of beer do you have? <sp1> Draft beer and cans beer. Which do you prefer?,"I'd prefer draft beer, Please.","<D>I'd prefer draft beer, Please.</D> ",3,2,1,['neutral'],3,3,1
<sp1> Good evening. What'll you have? <sp2> I'd like a beer. What kind of beer do you have? <sp1> Draft beer and cans beer. Which do you prefer?,I would prefer a draft beer. Thank you.,<D>I would prefer a draft beer.</D> <I> Thank you.</I> ,3,3,1,['neutral'],3,3,1
<sp1> Good evening. What'll you have? <sp2> I'd like a beer. What kind of beer do you have? <sp1> Draft beer and cans beer. Which do you prefer?,A draft beer please.,<d>A draft beer please.</d> ,2,3,1,['neutral'],3,3,1
"<sp1> Nani Book Store. How can I help you? <sp2> Do you have the 'The man and the Sea' by Ernest Hemingway? <sp1> Yes, We have one copy left.",Can you hold it for me?,<D>Can you hold it for me?</D> ,3,3,1,['neutral'],3,3,1
"<sp1> Nani Book Store. How can I help you? <sp2> Do you have the 'The man and the Sea' by Ernest Hemingway? <sp1> Yes, We have one copy left.",May I have it?,<D>May I have it?</D> ,2,3,1,['neutral'],3,3,1
"<sp1> Nani Book Store. How can I help you? <sp2> Do you have the 'The man and the Sea' by Ernest Hemingway? <sp1> Yes, We have one copy left.","Oh, Really? How much do I have to pay?","<Q>Oh, Really?</Q> <Q> How much do I have to pay?</Q> ",3,2,1,['surprise'],3,3,1
"<sp1> Nani Book Store. How can I help you? <sp2> Do you have the 'The man and the Sea' by Ernest Hemingway? <sp1> Yes, We have one copy left.","Oh, Thank you. I will take one right now.","<I>Oh, Thank you.</I> <D> I will take one right now.</D> ",2,2,1,['neutral'],3,3,1
"<sp1> Nani Book Store. How can I help you? <sp2> Do you have the 'The man and the Sea' by Ernest Hemingway? <sp1> Yes, We have one copy left.",Is there a second copy available?,<Q>Is there a second copy available?</Q> ,3,3,1,['neutral'],3,3,1
"<sp1> House keeping. May I come in? <sp2> Come in please. <sp1> Good evening, Sir. I come to make the bed. Shall I do it now or later?","Now, Please.","<d>Now, Please.</d>",1,2,1,['neutral'],3,3,1
"<sp1> House keeping. May I come in? <sp2> Come in please. <sp1> Good evening, Sir. I come to make the bed. Shall I do it now or later?",Later.,<d>Later.</d> ,1,3,1,['neutral'],3,3,1
"<sp1> House keeping. May I come in? <sp2> Come in please. <sp1> Good evening, Sir. I come to make the bed. Shall I do it now or later?","Well, Since you have come, Do it now please?","<D>Well, Since you have come, Do it now please?</D> ",3,1,1,['neutral'],3,3,1
"<sp1> House keeping. May I come in? <sp2> Come in please. <sp1> Good evening, Sir. I come to make the bed. Shall I do it now or later?","Good evening, I'd appreciate it if you could make the bed now. Thank you very much.","<D>Good evening, I'd appreciate it if you could make the bed now.</D> <I> Thank you very much.</I> ",3,3,1,['neutral'],3,3,1
"<sp1> Oh, So do I. <sp2> Why don't we go for one now? <sp1> Great. We can chat while enjoying a cup there.",Let's go!,<d>Let's go!</d>,1,3,1,['neutral'],3,3,1
"<sp1> Oh, So do I. <sp2> Why don't we go for one now? <sp1> Great. We can chat while enjoying a cup there.",Great. I'll meet you there.,<I>Great.</I>  <c>I'll meet you there.</c>,2,3,1,['happiness'],3,3,1
"<sp1> Oh, So do I. <sp2> Why don't we go for one now? <sp1> Great. We can chat while enjoying a cup there.","""Let's head to a coffee place and catch up then!""",<D>Let's head to a coffee place and catch up then!</D> ,3,2,1,['happiness'],3,3,1
"<sp1> Oh, So do I. <sp2> Why don't we go for one now? <sp1> Great. We can chat while enjoying a cup there.","Shall we decide which one to go to, and when we should meet there?","<d>Shall we decide which one to go to, and when we should meet there?</d> ",3,3,1,['neutral'],3,3,1
"<sp1> Oh, So do I. <sp2> Why don't we go for one now? <sp1> Great. We can chat while enjoying a cup there.","Okay, Let's go!","<d>Okay, Let's go!</d> ",1,2,1,['neutral'],3,3,1
"<sp1> Oh, So do I. <sp2> Why don't we go for one now? <sp1> Great. We can chat while enjoying a cup there.",Sounds good. I'll be ready to go in about an hour.,<I>Sounds good.</I> <c>I'll be ready to go in about an hour.</c> ,3,3,1,['neutral'],3,3,1
<sp1> I found a few pairs of pants. <sp2> Where'd you get those? <sp1> I found them at JC Pennies.,You found them at J.C. Penny?,<Q>You found them at J.C. Penny?</Q> ,2,3,1,['neutral'],3,3,1
<sp1> I found a few pairs of pants. <sp2> Where'd you get those? <sp1> I found them at JC Pennies.,"They look nice, But I don't think I'll wear them very often.","<I>They look nice, But I don't think I'll wear them very often.</I> ",1,2,1,['neutral'],3,3,0
<sp1> I found a few pairs of pants. <sp2> Where'd you get those? <sp1> I found them at JC Pennies.,"I think I'll look into them. If they are affordable and of good quality, I might consider purchasing them.","<I>I think I'll look into them. If they are affordable and of good quality, I might consider purchasing them.</I> ",3,3,0,['neutral'],3,3,1
<sp1> I found a few pairs of pants. <sp2> Where'd you get those? <sp1> I found them at JC Pennies.,Those are really cute.,<I>Those are really cute.</I> ,3,[3],[1],['happiness'],[3],[3],[1]
<sp1> I found a few pairs of pants. <sp2> Where'd you get those? <sp1> I found them at JC Pennies.,How much were they?,<Q>How much were they?</Q> ,3,3,1,['neutral'],3,3,1
"<sp1> Oh, It's a reserved opera named The Monkey Creates Havoc in Heaven. <sp2> Wow, A story about the clever Monkey King. It's a classic and children's favorite. <sp1> It surely is. And the cast is really the best.",How about the costumes?,<Q>How about the costumes?</Q> ,3,3,1,['neutral'],3,3,1
"<sp1> Oh, It's a reserved opera named The Monkey Creates Havoc in Heaven. <sp2> Wow, A story about the clever Monkey King. It's a classic and children's favorite. <sp1> It surely is. And the cast is really the best.",I'd love to hear more about the opera . When will it be playing ?,<d>I'd love to hear more about the opera .</d><Q> When will it be playing ?</Q> ,3,2,1,['neutral'],3,3,1
"<sp1> Oh, It's a reserved opera named The Monkey Creates Havoc in Heaven. <sp2> Wow, A story about the clever Monkey King. It's a classic and children's favorite. <sp1> It surely is. And the cast is really the best.",Can you tell me more about the cast?,<d>Can you tell me more about the cast?</d>,3,3,1,['neutral'],3,3,1
"<sp1> Oh, It's a reserved opera named The Monkey Creates Havoc in Heaven. <sp2> Wow, A story about the clever Monkey King. It's a classic and children's favorite. <sp1> It surely is. And the cast is really the best.",Which actors are part of the cast?,<Q>Which actors are part of the cast?</Q> ,3,3,1,['neutral'],3,3,1
"<sp1> Oh, It's a reserved opera named The Monkey Creates Havoc in Heaven. <sp2> Wow, A story about the clever Monkey King. It's a classic and children's favorite. <sp1> It surely is. And the cast is really the best.",Wonderful! How much is the ticket?,<i>Wonderful!</i><Q> How much is the ticket?</Q> ,3,3,1,['happiness'],3,3,1
"<sp1> Please mail this letter for me on your way to the store. <sp2> Sure. Do you want it to be registered? <sp1> Yes, I think so. There are some pictures in it. It would be a great pity if they were lost.","Yes, I'll be happy to mail it for you. I'll make sure to register it and ensure that the pictures get to their destination safely.","<C>Yes, I'll be happy to mail it for you.</C> <C> I'll make sure to register it and ensure that the pictures get to their destination safely.</C> ",3,3,0,['neutral'],3,3,1
"<sp1> Please mail this letter for me on your way to the store. <sp2> Sure. Do you want it to be registered? <sp1> Yes, I think so. There are some pictures in it. It would be a great pity if they were lost.",Then I will register it for you.,<c>Then I will register it for you.</c>,2,3,1,['neutral'],3,3,1
"<sp1> Please mail this letter for me on your way to the store. <sp2> Sure. Do you want it to be registered? <sp1> Yes, I think so. There are some pictures in it. It would be a great pity if they were lost.",What's the reason for the picture?,<Q>What's the reason for the picture?</Q> ,2,3,1,['neutral'],3,3,1
"<sp1> Please mail this letter for me on your way to the store. <sp2> Sure. Do you want it to be registered? <sp1> Yes, I think so. There are some pictures in it. It would be a great pity if they were lost.","Alright. I'll make sure to mail it for you using the registered mail service. That way, you can be assured that the pictures are safe.","<C>Alright.  I'll make sure to mail it for you using the registered mail service.</C> <I>That way, you can be assured that the pictures are safe.</I> ",3,3,0,['neutral'],3,3,1
"<sp1> Yes, Of course. We have Treasury Notes with two, Three and five-year terms available. <sp2> Two years is fine, With a value of 1, 000 RIB. <sp1> Ok, Could I take a look at some ID please, Like a passport?","Sure, Here you are.","<C>Sure</C>, <i>Here you are.</i> ",1,2,1,['neutral'],3,3,1
"<sp1> Yes, Of course. We have Treasury Notes with two, Three and five-year terms available. <sp2> Two years is fine, With a value of 1, 000 RIB. <sp1> Ok, Could I take a look at some ID please, Like a passport?","Here you go. By the way, Is it possible to cash them before the maturity comes up?","<i>Here you go.</i> <Q> By the way, Is it possible to cash them before the maturity comes up?</Q> ",3,2,1,['neutral'],3,3,1
"<sp1> Yes, Of course. We have Treasury Notes with two, Three and five-year terms available. <sp2> Two years is fine, With a value of 1, 000 RIB. <sp1> Ok, Could I take a look at some ID please, Like a passport?","Yes, sure. Here's my passport.","<C>Yes, sure.</C>  <i>Here's my passport.</i>",2,3,1,['neutral'],3,3,1
"<sp1> Yes, Of course. We have Treasury Notes with two, Three and five-year terms available. <sp2> Two years is fine, With a value of 1, 000 RIB. <sp1> Ok, Could I take a look at some ID please, Like a passport?",Certainly. Here you are.,<C>Certainly.</C> <i> Here you are.</i> ,2,3,1,['neutral'],3,3,1
<sp1> I'm just coming for that. <sp2> She kept bothering me. <sp1> She's your sister. What she asked was only duck soup for you. Why can't you be good to her?,"You know, I don't feel like it. I can't take it anymore.","<i>You know, I don't feel like it.</i> <I> I can't take it anymore.</I> ",2,3,1,['anger'],3,3,1
<sp1> I'm just coming for that. <sp2> She kept bothering me. <sp1> She's your sister. What she asked was only duck soup for you. Why can't you be good to her?,"But I am her brother, Not her servant.","<I>But I am her brother, Not her servant.</I> ",2,2,1,['anger'],3,3,1
<sp1> I'm just coming for that. <sp2> She kept bothering me. <sp1> She's your sister. What she asked was only duck soup for you. Why can't you be good to her?,"Well, I suppose I can help her with that, but she always asks me for favors, and it's starting to get annoying.","<C>Well, I suppose I can help her with that</C><i>, but she always asks me for favors, and it's starting to get annoying.</i> ",3,3,1,['anger'],3,3,1
<sp1> 911 emergency. What is the problem? <sp2> I would like to report a break-in. <sp1> When was this break-in?,The break-in happened around 2:30 a.M.,<I>The break-in happened around 2:30 a.M.</I> ,3,2,1,['neutral'],3,3,1
<sp1> 911 emergency. What is the problem? <sp2> I would like to report a break-in. <sp1> When was this break-in?,"The break-in occurred this evening, approximately an hour ago.","<I>The break-in occurred this evening, approximately an hour ago.</I> ",3,3,0,['neutral'],3,3,1
<sp1> 911 emergency. What is the problem? <sp2> I would like to report a break-in. <sp1> When was this break-in?,This morning.,<I>This morning.</I> ,1,3,1,['neutral'],3,3,1
<sp1> 911 emergency. What is the problem? <sp2> I would like to report a break-in. <sp1> When was this break-in?,It happened yesterday night.,<I>It happened yesterday night.</I> ,2,3,1,['neutral'],3,3,1
<sp1> 911 emergency. What is the problem? <sp2> I would like to report a break-in. <sp1> When was this break-in?,About five minutes ago.,<I>About five minutes ago.</I> ,2,3,1,['neutral'],3,3,1
"<sp1> Right. And China is the homeland of tea. <sp2> Yes, Chinese people love drinking tea so much. Some even claim they can't live without tea. <sp1> Do you know there are several catagories of Chinese tea?","Yes, I believe there are green teas, Black teas and scented teas. Any Others?","<I>Yes, I believe there are green teas, Black teas and scented teas.</I> <Q> Any Others?</Q> ",3,2,1,['neutral'],3,3,1
"<sp1> Right. And China is the homeland of tea. <sp2> Yes, Chinese people love drinking tea so much. Some even claim they can't live without tea. <sp1> Do you know there are several catagories of Chinese tea?",There are many kinds of Chinese tea.,<I>There are many kinds of Chinese tea.</I> ,2,3,1,['neutral'],3,3,1
"<sp1> Right. And China is the homeland of tea. <sp2> Yes, Chinese people love drinking tea so much. Some even claim they can't live without tea. <sp1> Do you know there are several catagories of Chinese tea?",Which categories of Chinese tea are there?,<Q>Which categories of Chinese tea are there?</Q> ,3,3,1,['neutral'],3,3,1
"<sp1> Right. And China is the homeland of tea. <sp2> Yes, Chinese people love drinking tea so much. Some even claim they can't live without tea. <sp1> Do you know there are several catagories of Chinese tea?","That's true . Green tea and oolong tea are known for their health benefits. There are other types as well, like black tea and white tea, each with unique tastes and benefits.","<I>That's true .</I> <I> Green tea and oolong tea are known for their health benefits.</I> <I> There are other types as well, like black tea and white tea, each with unique tastes and benefits.</I> ",3,2,0,['neutral'],3,3,1
